fips,state,county,rucc,website,website additonal,Election Results,Early Voting,Absentee Voting,Overseas Voting,Military Voting,Address Change,Poll Worker Application,Candidate Information,Election Schedule,Felon-restoration of voting rights,Sample Ballot,Track Vote By Mail,Polling Place Locations/Find your precinct,Voter ID/requirements,Voter Registration,Voter Registration Cancellation,Check Voter Registration Status,Signature Cure Form
47027,TN,Clay County,9,https://visitclaycountytn.com/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47029,TN,Cocke County,6,https://www.cockecountytn.gov/,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47031,TN,Coffee County,4,http://www.coffeecountytn.gov/,,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
47033,TN,Crockett County,3,https://www.crockettvote.com/,,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0
47035,TN,Cumberland County,4,https://cumberlandcountytn.gov/directory/election-commission/,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
47037,TN,Davidson County,1,https://www.nashville.gov/departments/elections,,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
47039,TN,Decatur County,9,https://decaturcountytn.org/departments/,,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
47041,TN,DeKalb County,6,https://www.dekalbelections.com/,,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
47043,TN,Dickson County,1,http://www.dicksoncountyelection.com/home/,,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
47045,TN,Dyer County,5,https://dyercounty.com/,,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
47047,TN,Fayette County,1,https://fayettetn.us/departments/election/,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
47049,TN,Fentress County,9,https://fentresscountytn.gov/election-commission/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47051,TN,Franklin County,6,https://franklincotn.us/election_commission.html,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
47053,TN,Gibson County,4,https://www.gibsonelections.com/,,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
47055,TN,Giles County,6,https://www.votegilescounty.com/,,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0
47057,TN,Grainger County,2,https://www.graingervotes.com/,,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
47059,TN,Greene County,4,https://www.greenecountytngov.com/election-information/,,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
47061,TN,Grundy County,8,https://www.grundycountytn.net/index.html,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
47063,TN,Hamblen County,3,https://www.hamblencountytn.gov/election-commission/,,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
47065,TN,Hamilton County,2,https://elect.hamiltontn.gov/Home.aspx,,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
47067,TN,Hancock County,8,https://hancockvotes.com/,,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0
